Livro,Autor,Ano,Área,Caminho_SSD
Processo penal e execução penal (Guilherme de Souza Nucci) (1),Guilherme de Souza,2022,penal,D:\doutora-ia\direito\ebooksmds\penal\Processo penal e execução penal (Guilherme de Souza Nucci) (1).md
Processo penal e execução penal (Guilherme de Souza Nucci),Guilherme de Souza,2022,penal,D:\doutora-ia\direito\ebooksmds\penal\Processo penal e execução penal (Guilherme de Souza Nucci).md
Processo Penal I - Vol 10 - Col - Saberes do Direito,Saberes do Direito,2013,penal,D:\doutora-ia\direito\ebooksmds\penal\Processo Penal I - Vol 10 - Col - Saberes do Direito.md
processo penal,DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2017,penal,D:\doutora-ia\direito\ebooksmds\penal\processo penal.md
Processo_Penal_contra_Autoridades,Daniel Marchionatti,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Processo_Penal_contra_Autoridades.md
"Processo_Penal_Procedimentos,_Alexandre_Cebrian_Araujo_Reis",Alexandre Cebrian Araujo,Não identificado,penal,"D:\doutora-ia\direito\ebooksmds\penal\Processo_Penal_Procedimentos,_Alexandre_Cebrian_Araujo_Reis.md"
RICARDO_ANTONIO_ANDREUCCI_LEGISLAÇÃO_PENAL_ESPECIAL_DE_ACORDO,RICARDO ANTONIO ANDREUCCI,2023,penal,D:\doutora-ia\direito\ebooksmds\penal\RICARDO_ANTONIO_ANDREUCCI_LEGISLAÇÃO_PENAL_ESPECIAL_DE_ACORDO.md
Sinopse PENAL SALIN 2020,PENAL SALIN,2020,penal,D:\doutora-ia\direito\ebooksmds\penal\Sinopse PENAL SALIN 2020.md
Trafico de pessoas,TRÁFICO DE PESSOAS,2014,penal,D:\doutora-ia\direito\ebooksmds\penal\Trafico de pessoas.md
Tratado De Direito Penal - 2020 - Vol. 2 - Cezar Roberto Bitencourt,EDIÇÃO,2020,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado De Direito Penal - 2020 - Vol. 2 - Cezar Roberto Bitencourt.md
Tratado de Direito Penal - Parte especia - Cezar Roberto Bitencourt,Cezer Roberto Bitencourt,2013,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal - Parte especia - Cezar Roberto Bitencourt.md
Tratado de Direito Penal - Parte Geral - Cezar Roberto Bitencourt - volume 1 - 2020 (1),EDIÇÃO,2021,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal - Parte Geral - Cezar Roberto Bitencourt - volume 1 - 2020 (1).md
Tratado de Direito Penal - Parte Geral - Cezar Roberto Bitencourt - volume 1 - 2020 (2),EDIÇÃO,2021,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal - Parte Geral - Cezar Roberto Bitencourt - volume 1 - 2020 (2).md
Tratado de Direito Penal - Parte Geral - Cezar Roberto Bitencourt - volume 1 - 2020,EDIÇÃO,2021,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal - Parte Geral - Cezar Roberto Bitencourt - volume 1 - 2020.md
Tratado de Direito Penal 1,Cezar Roberto Bitencourt,2018,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal 1.md
Tratado de Direito Penal 2,EDIÇÃO,2020,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal 2.md
Tratado de Direito Penal 3 - Cezar Roberto Bitencourt - 2019,Cezar Roberto Bitencourt,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal 3 - Cezar Roberto Bitencourt - 2019.md
Tratado de Direito Penal 4 - Cezar Roberto Bitencourt - 2019,Cezar Roberto Bitencourt,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal 4 - Cezar Roberto Bitencourt - 2019.md
Tratado de Direito Penal 5 - Cezar Roberto Bitencourt - 2019,Cezar Roberto Bitencourt,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado de Direito Penal 5 - Cezar Roberto Bitencourt - 2019.md
Tratado_de_Direito_Penal_Brasileiro_Volume_02_Luiz_Regis_Prado_2019,Luiz Regis Prado,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Tratado_de_Direito_Penal_Brasileiro_Volume_02_Luiz_Regis_Prado_2019.md
Vade Mecum Jurisprudencia Direito Penal 2021 (1),DOUGLAS JOSÉ DA SILVA,2021,penal,D:\doutora-ia\direito\ebooksmds\penal\Vade Mecum Jurisprudencia Direito Penal 2021 (1).md
Volume_1_Direito_Penal_Parte_Geral_arts_1º_ao_120_NUCCI_2019,Guilherme de Souza,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Volume_1_Direito_Penal_Parte_Geral_arts_1º_ao_120_NUCCI_2019.md
Volume_2_Direito_Penal_Parte_Especial_arts_121_ao_212_NUCCI_2019,CATALOGAÇÃO NA FONTE,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Volume_2_Direito_Penal_Parte_Especial_arts_121_ao_212_NUCCI_2019.md
Volume_3_Direito_Penal_Parte_Especial_arts_213_ao_361_NUCCI_2019,Guilherme de Souza,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\Volume_3_Direito_Penal_Parte_Especial_arts_213_ao_361_NUCCI_2019.md
_2019_Luiz_Regis_Prado_Curso_de_Direito_Penal_Brasileiro_Parte_Geral,CATALOGAÇÃO NA FONTE,2019,penal,D:\doutora-ia\direito\ebooksmds\penal\_2019_Luiz_Regis_Prado_Curso_de_Direito_Penal_Brasileiro_Parte_Geral.md
_Código Penal Anticrime LD,Tomaz,2020,penal,D:\doutora-ia\direito\ebooksmds\penal\_Código Penal Anticrime LD.md
_JUSPODIVM_Manual_de_Direito_Penal_Parte_Especial_Rogerio_Sanches,ROGÉRIO SANCHES CUNHA,2016,penal,D:\doutora-ia\direito\ebooksmds\penal\_JUSPODIVM_Manual_de_Direito_Penal_Parte_Especial_Rogerio_Sanches.md
2- Direito Previdenciario Esquemat - Pedro Lenza,Pedro Lenza,2013,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\2- Direito Previdenciario Esquemat - Pedro Lenza.md
337468326-Reforma-Da-Previdencia-Pedro-Nery,Pedro Fernando Nery,2016,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\337468326-Reforma-Da-Previdencia-Pedro-Nery.md
639927563-E-BOOK-COMO-CALCULAR-BENEFICIOS-PREVIDENCIARIOS-JESSICA-MATIAS,Jéssica Matias,2023,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\639927563-E-BOOK-COMO-CALCULAR-BENEFICIOS-PREVIDENCIARIOS-JESSICA-MATIAS.md
709376320-3-pontos-principais-da-aposentadoria-por-idade-em-2024-Jusbrasil,SAIBA,2024,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\709376320-3-pontos-principais-da-aposentadoria-por-idade-em-2024-Jusbrasil.md
DIREITO PREVIDENCIARIO - NOVO MODELO,NOVO MODELO,2015,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\DIREITO PREVIDENCIARIO - NOVO MODELO.md
Direito Previdenciario Esquemat - Pedro Lenza,Pedro Lenza,2013,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\Direito Previdenciario Esquemat - Pedro Lenza.md
Direito Previdenciario I - Vol - Saberes do Direito,Saberes do Direito,2013,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\Direito Previdenciario I - Vol - Saberes do Direito.md
Direito previdenciário 2020.pdf · versão 1,Renata Brandão Canella,2020,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\Direito previdenciário 2020.pdf · versão 1.md
DIREITO PREVIDENCIÁRIO,ELEVA CONCURSOS,2023,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\DIREITO PREVIDENCIÁRIO.md
Fabio Zambitte Ibrahim - Direito Previdenciario,Fabio Zambitte Ibrahim,1988,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\Fabio Zambitte Ibrahim - Direito Previdenciario.md
Reforma da Previdencia - Paulo Sergio Tafner(1),Paulo Sérgio Tafner,2019,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\Reforma da Previdencia - Paulo Sergio Tafner(1).md
Reforma da previdencia 2019 editora Elsevier,Paulo Sérgio Tafner,2019,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\Reforma da previdencia 2019 editora Elsevier.md
VorneCursos jurisprudencia em teses stj aposentadoria especial,APOSENTADORIA ESPECIAL,2018,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\VorneCursos jurisprudencia em teses stj aposentadoria especial.md
_Direito Previdenciario Esquemat - Pedro Lenza,Pedro Lenza,2013,previdenciario,D:\doutora-ia\direito\ebooksmds\previdenciario\_Direito Previdenciario Esquemat - Pedro Lenza.md
07 - CPC E JUIZADOS ESPECIAIS - 2024.1 - 08.01.2024,Gerson Cavalcante,2024,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\07 - CPC E JUIZADOS ESPECIAIS - 2024.1 - 08.01.2024.md
07-sl-004ag-25-tj-sp-escrevente-legislacao-interna,SUELLEN DA SILVA SANTIAGO,2025,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\07-sl-004ag-25-tj-sp-escrevente-legislacao-interna.md
12_Comentários_ao_CPC_art_771_a_796_Teori_Zavascki1,PRIMEIRAS PÁGINAS,2019,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\12_Comentários_ao_CPC_art_771_a_796_Teori_Zavascki1.md
13. Comentários ao CPC - art. 797 a 823 - Araken de Assis,ÍNDICE,2019,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\13. Comentários ao CPC - art. 797 a 823 - Araken de Assis.md
16_003_ProvasCPC,EDIÇÃO,2016,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\16_003_ProvasCPC.md
30 - Individualizacao da Pena - Guilherme de Souza NUCCI,Guilherme de Souza,2019,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\30 - Individualizacao da Pena - Guilherme de Souza NUCCI.md
7_AlfaCon_alteracoes_legislativas_de_2019_da_colaboracao_da_investigacao,Max Odin,2020,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\7_AlfaCon_alteracoes_legislativas_de_2019_da_colaboracao_da_investigacao.md
As inovaçoes do CPC de 2015,Augusto Tavares Rosa,2018,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\As inovaçoes do CPC de 2015.md
"BORBA, M. - Diálogos Sobre o Novo CPC (2016)",VAMOS CONHECERA ESTRUTURADO NOVO CPC,2016,processo_civil,"D:\doutora-ia\direito\ebooksmds\processo_civil\BORBA, M. - Diálogos Sobre o Novo CPC (2016).md"
Caderno_de_estudos_2025_Direito_Constitucional_legislacao_extravagante,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Caderno_de_estudos_2025_Direito_Constitucional_legislacao_extravagante.md
CF-e-legislacao-extravagante-Legislacao-360-2022.1-isd8yn,Gerson Cavalcante,2022,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\CF-e-legislacao-extravagante-Legislacao-360-2022.1-isd8yn.md
Convenções_Processuais_Conforme_o_Novo_CPC_Antonio_do_Passo_Cabral,Não identificado,2016,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Convenções_Processuais_Conforme_o_Novo_CPC_Antonio_do_Passo_Cabral.md
CPC E JUIZADOS ESPECIAIS - 2024.1 - 08.01.2024,Gerson Cavalcante,2024,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\CPC E JUIZADOS ESPECIAIS - 2024.1 - 08.01.2024.md
CPC E JUIZADOS ESPECIAIS - 20241 - 08012024_240314_084839,JUIZADOS ESPECIAIS,2024,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\CPC E JUIZADOS ESPECIAIS - 20241 - 08012024_240314_084839.md
cpc_e_normas_correlatas_12ed,Senado Federal,2020,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\cpc_e_normas_correlatas_12ed.md
CPP-Legislacao-360-2022.1-fdj7nn,Gerson Cavalcante,2022,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\CPP-Legislacao-360-2022.1-fdj7nn.md
Curso Didático CPC,Não identificado,2017,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Curso Didático CPC.md
Didier_NCPC_grandes_temas_3_Precedentes_Fredie_Didier_Júnior,Não identificado,2017,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Didier_NCPC_grandes_temas_3_Precedentes_Fredie_Didier_Júnior.md
ECA-e-legislacao-relacionada-Legislacao-360-2024.1-9degxt,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\ECA-e-legislacao-relacionada-Legislacao-360-2024.1-9degxt.md
JPL - Execução no NCPC- 2018,João Paulo Lordelo,2018,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\JPL - Execução no NCPC- 2018.md
Mapas Mentais - Legislacao Aduaneira,juliano de pelegrin,2023,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Mapas Mentais - Legislacao Aduaneira.md
MG-PRe-EDITAL-DEDICACAO-DELTA-SEMANA-01,Amanda Gregorio Pereira,2023,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\MG-PRe-EDITAL-DEDICACAO-DELTA-SEMANA-01.md
MG-PRe-EDITAL-DEDICACAO-DELTA-SEMANA-02,Amanda Gregorio Pereira,2023,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\MG-PRe-EDITAL-DEDICACAO-DELTA-SEMANA-02.md
PREPARAcaO-AFT-METAS-DA-SEMANA-03,home,2023,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\PREPARAcaO-AFT-METAS-DA-SEMANA-03.md
procedimento comum,PROCEDIMENTO,2016,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\procedimento comum.md
Procedimentos Especiais - Antônio Carlos Marcato - 2017,DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2020,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Procedimentos Especiais - Antônio Carlos Marcato - 2017.md
Processo_Coletivo_Tutela_e_Direitos_Coletivos_e_Tutela_Coletiva,PROVAS,2017,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Processo_Coletivo_Tutela_e_Direitos_Coletivos_e_Tutela_Coletiva.md
TecnicaRedacaoForense,STI,2007,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\TecnicaRedacaoForense.md
Tutela Provisoria,Eduardo Lamy,2018,processo_civil,D:\doutora-ia\direito\ebooksmds\processo_civil\Tutela Provisoria.md
6_AlfaCon_da_investigacao_da_instrucao_criminal_causas_de_aumento,Max Odin,2020,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\6_AlfaCon_da_investigacao_da_instrucao_criminal_causas_de_aumento.md
769837041-O-Supermo-Tribunal-Federal-e-as-Comissoes-Parlamentares-de-Inquerito,angepau,2006,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\769837041-O-Supermo-Tribunal-Federal-e-as-Comissoes-Parlamentares-de-Inquerito.md
CARD_20__CRIMINOLOGIA_CRIMINALISTICA,DROPS DELTA,2023,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\CARD_20__CRIMINOLOGIA_CRIMINALISTICA.md
CPP 2025,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\CPP 2025.md
CPP-Legislacao-360-2022.1-fdj7nn,Gerson Cavalcante,2022,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\CPP-Legislacao-360-2022.1-fdj7nn.md
Medicina Legal e Noçoes de Criminalistica Neusa Bittar,Não identificado,Não identificado,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\Medicina Legal e Noçoes de Criminalistica Neusa Bittar.md
medicina_legal_e_nooes_de_criminalistica_revista_e_atualizada,Unknown,2023,processo_penal,D:\doutora-ia\direito\ebooksmds\processo_penal\medicina_legal_e_nooes_de_criminalistica_revista_e_atualizada.md
162404295-700-Questoes-Para-Estudo-Exame-OAB,Administrador,2009,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\162404295-700-Questoes-Para-Estudo-Exame-OAB.md
2023 - CLT COMENTADA - Luciano Viveiros de Paula e Luiz,LUCIANO VIVEIROS,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\2023 - CLT COMENTADA - Luciano Viveiros de Paula e Luiz.md
22709692-Exame-OAB-2008-2-Prova-Pratico-Profissional-Direito-Penal,PEÇA PROFISSIONAL,2008,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\22709692-Exame-OAB-2008-2-Prova-Pratico-Profissional-Direito-Penal.md
609306615-2º-Simulado-do-Exame-OAB,Não identificado,Não identificado,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\609306615-2º-Simulado-do-Exame-OAB.md
660781026-300-Questoes-Comentadas-Para-OAB,beatrizmariarodrigues,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\660781026-300-Questoes-Comentadas-Para-OAB.md
665404301-1-Caderno-de-questoes-OAB-Exame-XXXVIII,Ricardo Torques,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\665404301-1-Caderno-de-questoes-OAB-Exame-XXXVIII.md
710548211-12-OAB-DE-PRIMEIRA-DIREITO-DO-CONSUMIDOR,Djanine Xavier,2021,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\710548211-12-OAB-DE-PRIMEIRA-DIREITO-DO-CONSUMIDOR.md
755370882-Gabarito-Comentado-OAB-39,GABARITO COMENTADO,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\755370882-Gabarito-Comentado-OAB-39.md
807755960-502521-OAB-41-B007-GABARITO-JUSTIFICADO-DIREITO-DO-TRABALHO,PADRÃO DE RESPOSTA,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\807755960-502521-OAB-41-B007-GABARITO-JUSTIFICADO-DIREITO-DO-TRABALHO.md
831172377-Direito-Do-Trabalho,Stephanie Cristina Pereira,2020,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\831172377-Direito-Do-Trabalho.md
847736330-Simulado-Ceisc-OAB-36,Não identificado,2022,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\847736330-Simulado-Ceisc-OAB-36.md
865447554-SIMULADA-O-DIREITO-DO-TRABALHO,Aluisio Aquino,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\865447554-SIMULADA-O-DIREITO-DO-TRABALHO.md
868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44 (1),Não identificado,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44 (1).md
868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44,Não identificado,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\868627691-Caderno-de-Questoes-Simulado-I-no-SQ-1ª-Fase-OAB-44.md
883858211-Gabarito-Comentado-3º-Simulado-1ª-Fase-OAB-44-22-6-25,Não identificado,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\883858211-Gabarito-Comentado-3º-Simulado-1ª-Fase-OAB-44-22-6-25.md
885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (1),Ricardo Torques,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (1).md
885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (2),Ricardo Torques,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44 (2).md
885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44,Ricardo Torques,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\885214068-Gabarito-Comentado-Simulado-I-No-SQ-1ª-Fase-OAB-44.md
905637953-1000-QUESTO-ES-DA-OAB-FINALIZADO-1,Zion Concursos,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\905637953-1000-QUESTO-ES-DA-OAB-FINALIZADO-1.md
906374005-Caderno-comentado-Simulado-Final-OAB-44,Ricardo Torques,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\906374005-Caderno-comentado-Simulado-Final-OAB-44.md
938431203-Caderno-de-questo-es-2º-Simulado-OAB-45,Ricardo Torques,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\938431203-Caderno-de-questo-es-2º-Simulado-OAB-45.md
Administrativo_Pratica_de_Direito_Administrativo_OAB_segunda_fase,Diana,2014,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Administrativo_Pratica_de_Direito_Administrativo_OAB_segunda_fase.md
AFT -SEGURIDADE SOCIAL-META-02-Da-Seguridade Principios,SEGURIDADE SOCIAL,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT -SEGURIDADE SOCIAL-META-02-Da-Seguridade Principios.md
AFT-DIREITO-CONSTITUCIONAL-META-03-Poder-Constituinte-1,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT-DIREITO-CONSTITUCIONAL-META-03-Poder-Constituinte-1.md
AFT-DIREITOS-HUMANOS-META-02-Caracteristicas-Dimensoes,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT-DIREITOS-HUMANOS-META-02-Caracteristicas-Dimensoes.md
AFT-METAS-DA-SEMANA-07,home,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT-METAS-DA-SEMANA-07.md
AFT-SEG E SAUDE NO TRABALHO META-05-CONVENCAO 139-DA-OIT.,Não Identificado,Não Identificado,Geral,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT-SEG E SAUDE NO TRABALHO META-05-CONVENCAO 139-DA-OIT..md
AFT_DIREITO_ADMINISTRATIVO_META_03_Poderes_da_ADMINISTRAÇÃO_PÚBLICA,QUAL DEVE SER,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT_DIREITO_ADMINISTRATIVO_META_03_Poderes_da_ADMINISTRAÇÃO_PÚBLICA.md
AFT_DIREITO_DO_TRABALHO_META_07_Relacao_de_Trabalho_Lato_Sensu,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\AFT_DIREITO_DO_TRABALHO_META_07_Relacao_de_Trabalho_Lato_Sensu.md
CLT - 20241 - 25012024_240314_085428,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\CLT - 20241 - 25012024_240314_085428.md
CLT_Comentada_Edição_Comemorativa_80_anos_Luciano_Viveiros_Luiz,LUCIANO VIVEIROS,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\CLT_Comentada_Edição_Comemorativa_80_anos_Luciano_Viveiros_Luiz.md
CLT_Comentada_pela_Reforma_Trabalhista,LUCIANO VIVEIROS,2018,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\CLT_Comentada_pela_Reforma_Trabalhista.md
CLT_e_Súmulas_do_TST_Comentadas_André_Luiz_Paes_de_Almeida_2019,MARIA JOSÉ DA COSTA PAES DE ALMEIDA,2020,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\CLT_e_Súmulas_do_TST_Comentadas_André_Luiz_Paes_de_Almeida_2019.md
Consolidação das Leis do Trabalho - 2025.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Consolidação das Leis do Trabalho - 2025.1.md
Curso-de-Direito-do-Trabalho-2023-Leite,Carlos Henrique Bezerra,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Curso-de-Direito-do-Trabalho-2023-Leite.md
DIREITO COLETIVO DO TRABALHO - META 01,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\DIREITO COLETIVO DO TRABALHO - META 01.md
DIREITO COLETIVO DO TRABALHO - META 07,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\DIREITO COLETIVO DO TRABALHO - META 07.md
DIREITO DO TRABALHO - META 02,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\DIREITO DO TRABALHO - META 02.md
DIREITO DO TRABALHO - META 11,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\DIREITO DO TRABALHO - META 11.md
DIREITO_DO_TRABALHO_META_01_Introdução_ao_Direito_do_Trabalho_Fontes,home,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\DIREITO_DO_TRABALHO_META_01_Introdução_ao_Direito_do_Trabalho_Fontes.md
Direito_e_processo_do_trabalho_aplicado_à_administração_pública,SINDICATO NACIONAL DOS EDITORES DE LIVROS,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Direito_e_processo_do_trabalho_aplicado_à_administração_pública.md
Direito_Individual_Do_Trabalho_Curso_de_Revisão_e_Atualização_Laura,Não identificado,2013,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Direito_Individual_Do_Trabalho_Curso_de_Revisão_e_Atualização_Laura.md
Estatuto da OAB 2022,LEGISLAÇÃO DE,2022,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Estatuto da OAB 2022.md
Gran_Vade_Mecum_MPT_Procurador_do_Trabalho_Pós_Edital_versao_final,GRAN VADE MECUM,2019,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Gran_Vade_Mecum_MPT_Procurador_do_Trabalho_Pós_Edital_versao_final.md
Manual de Processo do Trabalho,Leone Pereira,2018,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Manual de Processo do Trabalho.md
Manual de Prática Trabalhista - Aristeu de Oliveira,Editora Atlas,2011,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Manual de Prática Trabalhista - Aristeu de Oliveira.md
MANUAL TRABALHO DOMESTICO web,MANUAL TRABALHO DOMESTICO,2013,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\MANUAL TRABALHO DOMESTICO web.md
Mapas Mentais - 2023 - Direito do Trabalho,MAPAS MENTAIS PARA CONCURSOS PÚBLICOS,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Mapas Mentais - 2023 - Direito do Trabalho.md
Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library (2),Enoque Ribeiro dos,2018,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library (2).md
